Content,Area,MajorPollutant,AQI,ForecastDate,MinorPollutant,MinorPollutantAQI,PublishTime
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",高屏,細懸浮微粒,100,2018-06-02,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",高屏,細懸浮微粒,95,2018-06-01,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",雲嘉南,細懸浮微粒,105,2018-06-03,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",雲嘉南,細懸浮微粒,90,2018-06-02,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",雲嘉南,細懸浮微粒,80,2018-06-01,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",中部,細懸浮微粒,95,2018-06-03,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",中部,細懸浮微粒,80,2018-06-02,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",中部,細懸浮微粒,75,2018-06-01,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",竹苗,細懸浮微粒,70,2018-06-03,,,2018-05-31 22:00
"1.依今(31)日21時監測結果，|全國77站中「紅色警示(對所有族群不健康)」0站，「橘色提醒(對敏感族群不健康)」0站，「普通」21站，「良好」56站，「設備維護」0站。 \r2.依氣象局5月31日15時資料：6月1日受鋒面影響，台灣東北風增強，北部及東半部地區有短暫陣雨或雷雨，其他地區及離島地區亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機會。由於受到輕微境外污染物影響下，馬祖為「橘色提醒」等級；西半部空品區及金門、澎湖為「普通」等級；雲嘉南沿海地區因風速增強，如降水情況不顯著，仍容易有地表揚塵現象，局部地區懸浮微粒濃度偏高；花東空品區為「良好」等級。\r3.6月2日受鋒面影響，台灣東北風偏強，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區為「普通」等級，花東空品區為「良好」等級。\r4.6月3日台灣東北風減弱，北部及東半部地區有短暫陣雨或雷雨，其他地區及澎湖、金門、馬祖亦有局部短暫陣雨或雷雨，午後有局部較大雨勢發生的機。雲嘉南、高屏空品區擴散條件不佳，為「橘色提醒」；北部、竹苗、中部、宜蘭為「普通」等級；花東空品區為「良好」等級。",竹苗,細懸浮微粒,65,2018-06-02,,,2018-05-31 22:00
